"user_id","product_id","rating"
28565550,115269586,3
28565550,7175047,2.8
13161389,205712436,5
13161389,58221635,2
13161389,136173457,3.6
13161389,134025373,2
13161389,172443958,4
10852735,7958739,3.5
10852735,203109958,3.2
10852735,171020555,1.3
10852735,114193983,3
8685922,164313025,2.6
22206990,121010037,1
22206990,275225055,2.7
22206990,190468598,4.4
22206990,229981584,3.2
12567447,50231490,2.2
12567447,252801927,2
12567447,108761942,3
12567447,48914057,2
9163271,4401897,2
9163271,125410120,2.8
16768441,128276418,5
16768441,272362509,3
16768441,108568459,3.3
16768441,52417141,5
16768441,191820527,3.2
29523477,19364741,2.2
29523477,46632410,2.2
29523477,275002754,4.2
29523477,117083142,2.2
18064668,115269586,3
18064668,107359496,3
18064668,93710743,5
5615425,130287356,5
5615425,114194298,2
26744054,102782651,3
26744054,131417839,2.2
26744054,275054443,3.4
26744054,52417141,5
26511446,275225042,2.3
26511446,134025507,5
26511446,120430860,4
6507255,20329891,4
6507255,136173457,3.6
6507255,6927817,2
6507255,167937610,3.2
6507255,111682582,3.2
9716497,214887627,1
9716497,165176786,3
9716497,16154358,2.8
9716497,134025507,5
9716497,140107331,1
9129091,52109918,3.8
9129091,275225074,3
9129091,107361263,3
27937763,275053951,3.6
27937763,240590870,4
27937763,16154358,2.8
27937763,69989394,3.8
15023098,275225079,1
15023098,108760316,3
15023098,77239444,3.3
6467682,72287083,2.7
6467682,141986699,3
6467682,22774705,2.2
6467682,76164349,1.5
6467682,120430860,4
14947678,275225056,1
14947678,160831508,2.2
14947678,102800015,4.3
26081733,160883217,3.7
26081733,178779254,3
26081733,53135977,2.8
26081733,121009977,5
26081733,275054443,3.4
17823537,205712436,5
7960713,275225059,1
7960713,102081742,5
7960713,14702607,4.3
17158964,8448556,3.5
17158964,19814067,3.1
17158964,14627651,3
13430814,275225064,3.4
13430814,161208247,2.8
13430814,7958766,3
17823354,55056022,4
17823354,172911785,3.2
20759316,275225058,5
20759316,275225048,2.8
19302194,203933253,2.6
19302194,19782902,3.5
19302194,130362471,3
19302194,164084313,3
19302194,205712436,5
22438511,7958780,2
22438511,190468598,4.4
5615425,89479359,3
5615425,28544814,2.6
5615425,178779717,4
5615425,275225034,2.6
10662864,48914057,2
10662864,164310055,3
10662864,134022914,3.6
6920480,75424785,1
6920480,164351649,3.2
6920480,14847948,4.8
28451124,215601923,3.5
22135972,275225028,3
22135972,275225024,3
22135972,59301256,2
22135972,16154121,3
22135972,13306746,2
15112955,22761166,2
7449574,39088060,1
7449574,68219838,3
7449574,69500507,2.8
322579,249536060,2
322579,275225049,2.2
322579,68939138,4
7845462,136157116,3.3
14284387,229972422,2.6
20629927,134396340,3
20629927,135269070,3
8166489,274159435,3.5
8166489,121098346,4
8166489,125725750,2.6
8166489,249536060,2
8166489,52109918,3.8
27009952,274678240,3.3
27009952,14627651,3
27009952,229981584,3.2
27009952,275225057,1
27009952,273744625,3.2
9678030,16160816,2.8
9678030,83158705,2.8
9678030,75422804,2
909808,184920345,2
909808,93050507,3
909808,130301550,2
909808,38151898,4
909808,108763287,3
11346743,275225064,3.4
11346743,121099059,3.4
11346743,136173457,3.6
11346743,275175461,3
11346743,164550791,3
26123443,117083142,2.2
9910904,102782651,3
16667574,93010173,3.8
16667574,273298860,2.8
16667574,274834643,3.6
12437175,172474580,3
15242290,165176786,3
15242290,164550791,3
21648132,275225084,4
7089664,217176888,2.2
7089664,178779254,3
14377679,49268992,3
14377679,275225041,3.2
22336495,69500507,2.8
22336495,159000911,1
28408178,205712436,5
28408178,29916656,5
26119751,164551063,2.8
26119751,52417141,5
26119751,18013163,5
15375293,114446808,5
15375293,179523295,3.2
13556951,275053951,3.6
13556951,252801927,2
13556951,212321323,1
13556951,258379041,2
13556951,275225076,4
7215005,23452876,2.6
7215005,172474728,5
1031725,164084313,3
6510517,275225033,3.2
6510517,179062565,3
6510517,125410120,2.8
6510517,39331143,4.2
21580104,107709913,5
21580104,195192891,5
21580104,216383904,2.6
21580104,160902809,4
7052470,84963179,2.7
7052470,94775934,4
7052470,172438868,1
27838358,71141218,3.8
27838358,138749405,2.8
16667574,22761166,2
16667574,108568459,3.3
10215044,117212442,2.8
14284387,274718589,3.7
14284387,172911485,4.8
14284387,107338883,4
14284387,217176713,3.5
14284387,164082385,2.8
11346743,164550791,3
11346743,164550568,4
11346743,58221635,2
7234078,275225062,2.8
7234078,186202525,2.2
7234078,108763287,3
7234078,174167552,2.8
19360701,275225068,2.6
19360701,74823296,3.4
19360701,114194298,2
13851559,172477180,2
13851559,82843404,5
7215005,35168128,3
7215005,86868118,2
6785141,157530335,3.5
6785141,68219838,3
6785141,164252148,2.6
18688711,157530335,3.5
18688711,121645707,3
17258188,7191307,2
17258188,121053230,3
17258188,134025373,2
17258188,38151898,4
17258188,115267031,2.8
15057656,184822412,3.2
15057656,69989394,3.8
15057656,248985977,4.2
15057656,197535839,2
16938194,140174663,3.8
16938194,90484442,3.2
13409838,275225032,2
12439783,275225056,1
11118373,51351021,2.5
11118373,273744625,3.2
7712731,172283830,3.2
7712731,69990262,3.8
7712731,172438868,1
7712731,180298587,3.8
7712731,7191307,2
27075620,69500507,2.8
27075620,275024495,3.6
10341141,22835216,2.5
10341141,108763287,3
10341141,16154358,2.8
17550115,275225084,4
17550115,134021859,4
5783072,275225054,3.5
18219819,275225069,3.2
26415899,158790337,3
26415899,52082513,5
13613087,258379041,2
13613087,203154833,5
13613087,275225042,2.3
18682520,69500507,2.8
18682520,74924052,2.8
16240724,47406493,1
14517282,164310669,3.4
14517282,50227166,2.2
14517282,13670345,3.3
14517282,111682582,3.2
14517282,102905137,1
11687390,136157116,3.3
11687390,74924052,2.8
10308444,186202525,2.2
11315456,191820527,3.2
11315456,19782902,3.5
11315456,4399961,5
27769822,164082385,2.8
27769822,14678664,1.5
27769822,46632410,2.2
27769822,164550791,3
22456458,190468598,4.4
22456458,263369737,2
22456458,167937536,3.8
22456458,8448484,1.7
22456458,274587776,3
24433428,45480982,5
24433428,169933468,3
10335805,274958631,3.2
10335805,212469911,2.8
18381608,217176858,2.7
18381608,258379041,2
18381608,179062565,3
18381608,49268992,3
25569280,130287356,5
25569280,87056098,3.2
25569280,158790337,3
17002582,158790337,3
17002582,134396340,3
22291529,177637414,4
22291529,51351021,2.5
22291529,164550568,4
22291529,117030549,3.2
22291529,50227166,2.2
25770008,16153585,1.8
25770008,108030200,3
25770008,197344491,2.2
25770008,184920345,2
27143043,169933468,3
27143043,50713741,3
27143043,41267696,4
27143043,73622488,3.2
27143043,22490670,3.2
12779365,165176786,3
12779365,13859576,4
12779365,275225024,3
20298709,134021859,4
20298709,6927817,2
20298709,120427174,2.6
1019007,75424785,1
21585407,134022914,3.6
21585407,35166676,3
21585407,76150457,3.4
21596397,58263440,3.2
21596397,172474728,5
21596397,164545513,3
21596397,22774705,2.2
6484271,52417141,5
6484271,204314768,3.6
6484271,16154358,2.8
14854807,115275838,4
14854807,172911785,3.2
14854807,130362471,3
14854807,141986699,3
14854807,275225049,2.2
11659004,128276418,5
11659004,164546449,3.5
11659004,50231490,2.2
12421811,38151898,4
12421811,275225077,2
12421811,74404407,2
12421811,87056098,3.2
15086144,121099479,1
15086144,275225028,3
15086144,90484442,3.2
15086144,49268992,3
25722501,263369737,2
25722501,164545513,3
25722501,275225028,3
10118357,172445606,3
10118357,50231490,2.2
10118357,205486844,2
10118357,205713374,3
7626196,172281846,4
7626196,107709913,5
10492694,203063619,2
10492694,136795488,3
26691302,179523208,2.2
26691302,52254550,2.8
26691302,107411611,3
26691302,28544814,2.6
18080909,39331143,4.2
18080909,165176786,3
18080909,155283403,2
12682265,164223955,2.8
12682265,5465201,2.8
12682265,8448374,3
12682265,275225046,3.2
12682265,203154833,5
17145672,29916656,5
17145672,6306239,5
17145672,74924052,2.8
16975002,35166676,3
16975002,134022914,3.6
16975002,121649229,2.8
16975002,136383612,2.5
16975002,29115771,4.3
20670435,212317639,4
20670435,16154121,3
20670435,53135977,2.8
20670435,73570874,3
28670181,205712436,5
28670181,102107969,3.4
28670181,171020555,1.3
28670181,214857049,1
28670181,94808227,3
26209618,275225046,3.2
26209618,75420641,4
26209618,120430860,4
26209618,272623327,2.2
27059547,102085482,5
27059547,140107331,1
27059547,179523295,3.2
26743091,107369821,5
26743091,121645707,3
27019708,10922941,2
27019708,14847948,4.8
27019708,107411611,3
27019708,115268169,3
27019708,134021859,4
7449574,42424755,3.5
7449574,172445606,3
20296395,172910320,3.4
20296395,274587776,3
20296395,160903200,4
20296395,160882845,1.7
20296395,144544388,1
20195921,275225057,1
14517282,14143161,3
14517282,275225062,2.8
14517282,13859962,2
11177166,130287356,5
22456458,185209207,2.5
22456458,160882845,1.7
26939082,6306239,5
10884079,114194298,2
10884079,71905085,2
18220212,275225044,3
18220212,108761942,3
18220212,75401284,2.3
18220212,23452876,2.6
14418703,148890145,4
14418703,172281846,4
27080763,274834643,3.6
27080763,108763287,3
16424797,75422804,2
16424797,125725750,2.6
16424797,18013163,5
16424797,172325522,2
19763001,214887627,1
19763001,7360209,2.5
11332577,275225085,1
21393370,155283403,2
14284387,115268169,3
14437888,111709266,3.8
14437888,275225079,1
14437888,69500507,2.8
14437888,102107969,3.4
7449574,140107331,1
7449574,274159435,3.5
7692569,167937610,3.2
7692569,167937715,2.5
7692569,167937715,2.5
10160759,87056098,3.2
10160759,76375944,2.2
10160759,13670345,3.3
28674557,172445145,5
28674557,93010173,3.8
28674557,90195739,4
6235005,195192891,5
6467682,19814067,3.1
6467682,164310055,3
6467682,66609455,3
6785141,28544814,2.6
6785141,108568459,3.3
6785141,275225052,3.8
6785141,274718589,3.7
6785141,83158705,2.8
23308804,115269586,3
23308804,185209207,2.5
23308804,274585245,2.4
23308804,7958836,2.2
23308804,94808227,3
21363791,128276418,5
21363791,275225025,1.8
21363791,76205485,3
26744054,52082513,5
26915727,8448484,1.7
26915727,172474580,3
26915727,172281846,4
12583040,121009998,1
12583040,167937610,3.2
12583040,164313025,2.6
6253215,212469911,2.8
6253215,178779717,4
6253215,275225064,3.4
6253215,134025373,2
6253215,16153669,3.2
15242290,74280688,2
15242290,4426117,4
15242290,197688264,2.6
15242290,58425578,1
15242290,134021859,4
26434802,131417839,2.2
26434802,74823296,3.4
26434802,76375944,2.2
17158964,158790337,3
17158964,275225049,2.2
17158964,117212442,2.8
17158964,135269070,3
5220445,102729546,2.8
18064668,165176788,4.2
18064668,111972654,2
18064668,121645707,3
18064668,102782651,3
23406057,39088060,1
20811932,22529504,4
20811932,164221914,3
20811932,197688264,2.6
20811932,22490714,3.4
20811932,75424785,1
7350648,7360209,2.5
26779900,7958748,4.2
26779900,217176888,2.2
26779900,38151898,4
1829272,138748093,2.3
1829272,52290353,3.2
1829272,35168128,3
19536461,51488651,3.6
19536461,172474580,3
23066725,121099621,3.8
23066725,22543488,5
23066725,275225051,3.2
23066725,72641169,1
6179260,121053230,3
6179260,18012630,3
6179260,275225026,2.6
13954451,29115771,4.3
13954451,272362509,3
13954451,275225051,3.2
13954451,7191307,2
17823460,16153585,1.8
17823460,87056098,3.2
18381608,50231490,2.2
18381608,4426117,4
18381608,102905137,1
18381608,107978427,5
25740220,108761942,3
25740220,275225046,3.2
16894197,74404407,2
16894197,205713374,3
16894197,179757537,3.4
17853145,174167552,2.8
17853145,50231490,2.2
26511446,7958757,3
26511446,13306746,2
27026578,217176888,2.2
15642846,94775934,4
15642846,178322259,5
15642846,121098346,4
15642846,82528875,1
15642846,214887627,1
16167575,179523295,3.2
16167575,157530335,3.5
16167575,274585245,2.4
16167575,14848906,4.2
22206990,107338883,4
22206990,172321301,2.5
22206990,7958757,3
22206990,136157116,3.3
23406057,214857049,1
19166108,94808227,3
19166108,275225032,2
19166108,172443958,4
19166108,275225042,2.3
28265564,20680707,3
28265564,130287356,5
28265564,161208247,2.8
27510546,54158651,3
27510546,164550314,3.4
23310531,164548324,2.7
16435494,213887696,2.6
16435494,275225081,4
15426886,275225050,5
15426886,28544814,2.6
17145672,19814067,3.1
17145672,172283830,3.2
17145672,275225031,2.4
17145672,274158090,2.7
17145672,10776493,4
19508714,275225031,2.4
19508714,186202525,2.2
27937763,172908253,3
27937763,275225076,4
27937763,69500507,2.8
27937763,134025507,5
27937763,275225056,1
17091010,77075739,3.4
17091010,274585245,2.4
17091010,67488235,4.2
17091010,7958748,4.2
17091010,66758097,4
8685922,110700063,3.7
8685922,34458282,2.8
8685922,111682582,3.2
8685922,7958795,3.8
11582146,172474870,1.5
11582146,90195739,4
11582146,167937536,3.8
11582146,13859576,4
26934010,45480982,5
26934010,275225076,4
15375293,135269070,3
20571389,22492292,3.2
20571389,16154222,3.2
20571389,52079043,2
16167575,100179757,5
16167575,8448446,2.2
16167575,274568575,2
16167575,6306239,5
16167575,115267243,4.7
6793534,248985977,4.2
6793534,22492292,3.2
6793534,176251118,4.6
6793534,121053230,3
18927885,71141218,3.8
18927885,176599682,2
20759316,217176888,2.2
20759316,108760316,3
15040272,171020215,1
15040272,274678240,3.3
15040272,108763287,3
15040272,102800015,4.3
15040272,86988226,2
26065948,20329891,4
22565029,204314768,3.6
22565029,275225080,1
27728408,170762091,5
27728408,275225050,5
27728408,130301550,2
27728408,134025507,5
27728408,121645707,3
10297172,172474728,5
10297172,100179757,5
10297172,274958631,3.2
7118889,23851539,3.4
7118889,154173067,2.2
7118889,110700063,3.7
7118889,120427174,2.6
7118889,68219838,3
16094435,38151898,4
27848605,77239444,3.3
27848605,19395253,3
27848605,136157116,3.3
23898657,22835216,2.5
23898657,275225084,4
27080763,167937715,2.5
27080763,203154833,5
27080763,275225076,4
20478940,84564566,4
20478940,205486844,2
20478940,275225058,5
21949446,46064152,3.2
21949446,115269586,3
21949446,107411611,3
13742446,184822412,3.2
13742446,110308041,2.4
15856898,69984571,3.2
15856898,76438775,3.8
15856898,171020215,1
24262918,114194298,2
24262918,71141218,3.8
24262918,172477180,2
11676940,22492292,3.2
11676940,172446338,1
8802548,275054443,3.4
15544063,197536148,5
15544063,275225068,2.6
15544063,275225025,1.8
13291369,159000911,1
13291369,69989394,3.8
13291369,107978427,5
13291369,275002754,4.2
7350648,4426117,4
7350648,22543488,5
7350648,16154121,3
23411545,91848059,4.3
26183739,178779717,4
26183739,74280990,4
26183739,130300212,4
26614541,107978427,5
16717794,22774705,2.2
16717794,102782651,3
16717794,16154358,2.8
16717794,102107969,3.4
16717794,134021859,4
10300726,115529411,2.5
10300726,51488651,3.6
10300726,102905137,1
10300726,273744625,3.2
10300726,66897309,3
9799110,160883217,3.7
9799110,120430860,4
9799110,103076103,3.5
9799110,113115714,3.8
9799110,35166676,3
16767409,203145770,2
26404489,121095190,3
774274,148890145,4
774274,67656086,4
774274,22492292,3.2
774274,107420141,2.5
27143068,52417141,5
27143068,203063619,2
27368832,102800015,4.3
27368832,115529411,2.5
10943253,54073357,1
16908852,4426117,4
7502985,172910320,3.4
7502985,275225079,1
7502985,19364741,2.2
7502985,217176858,2.7
7502985,125410120,2.8
9942873,42592130,2.6
9942873,212321323,1
9942873,5465201,2.8
9942873,167937507,3.2
9942873,20329891,4
27042492,171922750,3.2
27042492,165176788,4.2
27042492,74280990,4
27042492,203933253,2.6
14864971,69500507,2.8
14864971,164310055,3
7270727,74404407,2
7270727,86988226,2
11126735,91848059,4.3
11126735,172284477,3
11126735,102086317,4.5
16167575,275225049,2.2
16167575,135269070,3
16167575,125725750,2.6
9716497,22761166,2
9716497,107709913,5
19360701,74924052,2.8
19360701,121009998,1
19360701,217176713,3.5
19360701,14351068,3.2
13041875,172474728,5
13041875,84963179,2.7
27100339,16153669,3.2
27100339,272362509,3
27100339,274158090,2.7
23887801,164546449,3.5
23887801,274585245,2.4
23887801,138749666,2.4
5505198,164545513,3
1713966,76375944,2.2
9045258,22543488,5
9045258,159382275,4.4
9045258,275225084,4
18418909,134735314,3.2
18418909,35166676,3
18418909,275225059,1
18418909,114194298,2
17341182,6306239,5
26806800,274588052,4
26806800,52290353,3.2
26806800,170762091,5
13730994,171922750,3.2
13730994,52290353,3.2
13730994,44579670,3.2
27146847,167937536,3.8
27146847,274969525,2.8
27146847,172915867,4
27146847,275225066,2.6
21373547,275225061,3.4
21373547,275225058,5
21373547,203933253,2.6
21373547,249536060,2
25940713,18012630,3
25940713,16154222,3.2
25940713,143275087,3.2
25940713,275225076,4
1829272,52109918,3.8
27042299,45480982,5
27042299,7958748,4.2
22302965,140174663,3.8
22302965,130287356,5
22302965,214857049,1
12698291,275225051,3.2
12698291,275225048,2.8
12698291,77075739,3.4
12698291,274709343,1
12698291,165176788,4.2
16869848,275024495,3.6
16869848,275225063,3.2
5433032,197536148,5
5433032,49268992,3
5433032,179523208,2.2
5433032,100179757,5
5433032,273744625,3.2
10795653,169933468,3
8685922,22835218,3
8685922,71905085,2
8685922,275225065,3
8685922,7958739,3.5
20038054,69989394,3.8
7012725,275225024,3
7012725,47406493,1
12124719,203933253,2.6
12124719,203109958,3.2
7931346,52083248,3
7931346,91848059,4.3
7931346,10785741,3.8
29523477,69990262,3.8
29523477,22774705,2.2
11687390,22761166,2
11687390,197536148,5
11687390,52109918,3.8
11687390,16154222,3.2
11687390,91848059,4.3
83431,6879031,2
83431,275175461,3
26930256,164251651,2.5
26930256,154173067,2.2
27042492,121645707,3
13207419,107709913,5
21040458,134735314,3.2
21040458,171020555,1.3
21040458,76164349,1.5
23911490,51488651,3.6
23911490,274969525,2.8
23911490,194846824,1.8
23911490,275054443,3.4
23911490,66609074,4
8158908,14351068,3.2
8158908,75424785,1
8158908,74924052,2.8
8158908,172325522,2
16869848,134021859,4
16869848,7958732,2
16869848,159000911,1
16869848,8448586,3.2
16869848,7958836,2.2
328418,170808779,4
328418,207765359,4.8
328418,205712436,5
328418,275225054,3.5
23862704,76438775,3.8
23862704,19364741,2.2
23862704,203768388,4.2
23862704,275225055,2.7
17850237,82528875,1
17850237,71141218,3.8
17850237,164547509,2.5
17850237,6306239,5
17850237,7958739,3.5
17472712,7958780,2
17472712,7174993,3.7
17472712,102085482,5
21464843,275225041,3.2
21464843,73211194,3
21464843,91848059,4.3
7692569,53135977,2.8
7692569,115275991,3
16869848,275225073,5
16869848,69990262,3.8
16869848,184822412,3.2
16869848,46148092,3.2
27098951,117030429,5
27801379,13670345,3.3
27801379,197535839,2
27801379,74924052,2.8
24433428,114194298,2
24433428,35168128,3
24433428,212321323,1
24433428,274568575,2
24433428,66758097,4
17472712,108761942,3
17472712,275225058,5
7960713,171020215,1
7960713,197688264,2.6
14020562,51661979,3
14020562,16154389,3.7
14020562,203109958,3.2
14020562,217176888,2.2
14020562,52417141,5
9910904,275054443,3.4
9910904,136383612,2.5
9910904,158790337,3
14410683,164545454,4
26252391,197536148,5
26252391,94808227,3
10341141,74924052,2.8
10341141,73570874,3
10341141,172443958,4
328418,72641169,1
328418,164310669,3.4
328418,166563199,5
328418,102729546,2.8
328418,275225026,2.6
16692972,107144886,3.6
13161389,179206519,4
13161389,275225051,3.2
13161389,134025169,5
13161389,160831508,2.2
17550115,117212442,2.8
17178824,275225024,3
26915727,120427448,2.2
17314873,184051552,3
27060399,22835214,3.2
19221494,164221914,3
19221494,82644520,2
19221494,121009998,1
19221494,179206519,4
25116857,19814067,3.1
25116857,115267243,4.7
25116857,74238547,4
25116857,275225064,3.4
19031784,5465201,2.8
19031784,94808227,3
19031784,141986699,3
19031784,275225061,3.4
9799110,44112983,4.4
8158908,67488235,4.2
10335805,172281846,4
10335805,7958780,2
10335805,16154222,3.2
10335805,114193983,3
15013331,7958766,3
15013331,274587510,2
15013331,275225079,1
27186759,51661979,3
26193430,114194298,2
26193430,177637414,4
26193430,275225033,3.2
26193430,52079043,2
26193430,203063619,2
14437888,214887627,1
14437888,204283018,3.6
14437888,197535839,2
20811434,217176888,2.2
20811434,7958836,2.2
17472712,217176713,3.5
16717794,204283018,3.6
12068060,194846824,1.8
12068060,176599682,2
12068060,39331143,4.2
12068060,115275838,4
12068060,16153585,1.8
20811932,107411611,3
6920480,154173067,2.2
6920480,102800015,4.3
6920480,275225075,4
6920480,274587510,2
6920480,69990262,3.8
22565029,8954610,2.5
22565029,19395253,3
22565029,167937610,3.2
22565029,8954610,2.5
22565029,172910320,3.4
5783072,102085482,5
17274953,164223955,2.8
17274953,121099059,3.4
17274953,7175047,2.8
17274953,76205485,3
5754461,117030549,3.2
5754461,115275838,4
21398622,34458282,2.8
21398622,7175047,2.8
21398622,121053230,3
24461933,275225063,3.2
24461933,69500507,2.8
11315456,184826959,2.5
624209,16153669,3.2
624209,22835214,3.2
28152714,197688264,2.6
28152714,275225079,1
28152714,6982965,4
28152714,138749405,2.8
8216094,134025373,2
8216094,90483814,2.8
8216094,164310055,3
8216094,275225062,2.8
19561095,275054443,3.4
19561095,275225046,3.2
19561095,4426117,4
19561095,272362640,3.8
19561095,157530335,3.5
16087032,48914057,2
14313629,22835214,3.2
14313629,275225054,3.5
11988767,138749666,2.4
11988767,185209207,2.5
11988767,117081799,2
11988767,197688264,2.6
12724143,44579670,3.2
12724143,172321301,2.5
12724143,76164349,1.5
25840618,121109923,4
25840618,196174372,3.6
25840618,68219838,3
25840618,203768388,4.2
25840618,161208247,2.8
23658819,16154121,3
23658819,203063619,2
5220445,14848906,4.2
5220445,108030200,3
13305735,164221914,3
8222726,16154358,2.8
8222726,203768388,4.2
8222726,117081799,2
8222726,203145770,2
28741564,274585245,2.4
21376576,110709509,1
21376576,8954610,2.5
27740422,84963179,2.7
27740422,120427448,2.2
27740422,90195739,4
27740422,164545454,4
27740422,274588052,4
8222726,19364741,2.2
8222726,83158705,2.8
8222726,7958739,3.5
24201881,275225026,2.6
24201881,58263440,3.2
24201881,172281846,4
24201881,21972366,4
5457362,275225064,3.4
5457362,14847948,4.8
5457362,58263440,3.2
5457362,121009998,1
1728681,172281846,4
15426886,94775934,4
15426886,164251651,2.5
15426886,174167552,2.8
15426886,100179757,5
19347663,275225053,3.2
19347663,26081106,2.5
19347663,275225052,3.8
23471969,170808779,4
18610743,82528875,1
18610743,52082513,5
18610743,46698977,5
18610743,271540414,2
18610743,90483814,2.8
14854807,22490670,3.2
14854807,113115714,3.8
899162,90484442,3.2
9942873,275225029,2.8
9942873,74823296,3.4
9942873,164251651,2.5
23076182,134025507,5
23076182,120430860,4
23076182,38080465,2.2
23076182,102086317,4.5
23076182,184920345,2
1120136,6879031,2
1120136,212469911,2.8
28288852,274587510,2
28288852,120430860,4
28288852,172474580,3
28288852,275053951,3.6
13954451,275225058,5
13954451,121095190,3
13954451,172474870,1.5
13954451,58425578,1
22213753,240590870,4
22213753,53135977,2.8
22213753,203115271,5
28710115,164551063,2.8
28710115,275225053,3.2
28710115,172321301,2.5
28710115,169933468,3
23133150,275225054,3.5
23133150,275225065,3
23133150,102107969,3.4
23481670,22529504,4
23481670,69990262,3.8
23481670,115275991,3
