"t_dat","user_id","product_id","rating"
"2024-06-19T08:50:10.742Z",2133674,205713374,3
"2024-03-13T00:26:17.930Z",23471969,275225031,2.4
"2024-05-23T01:06:09.386Z",12256805,117030549,3.2
"2024-05-23T01:06:09.386Z",12256805,84564566,4
"2024-05-23T01:06:09.386Z",12256805,275225037,3.5
"2024-05-23T01:06:09.386Z",12256805,275225068,2.6
"2024-01-29T00:50:39.192Z",23017130,109840857,3
"2024-01-29T00:50:39.192Z",23017130,120427174,2.6
"2024-01-29T00:50:39.192Z",23017130,7174993,3.7
"2024-01-01T05:48:21.593Z",9163271,49268992,3
"2024-01-01T05:48:21.593Z",9163271,69500507,2.8
"2024-01-01T05:48:21.593Z",9163271,46148092,3.2
"2024-03-09T17:47:57.327Z",18220530,51488651,3.6
"2024-03-09T17:47:57.327Z",18220530,108761942,3
"2024-04-22T13:51:45.370Z",19281572,110709509,1
"2024-04-22T13:51:45.370Z",19281572,107369821,5
"2024-04-22T13:51:45.370Z",19281572,108763472,3
"2024-04-22T13:51:45.370Z",19281572,44579670,3.2
"2024-04-22T13:51:45.370Z",19281572,203768388,4.2
"2024-02-16T06:30:27.372Z",20811434,69981984,3.5
"2024-02-16T06:30:27.372Z",20811434,22835216,2.5
"2024-02-16T06:30:27.372Z",20811434,196471149,5
"2024-02-02T02:52:47.009Z",14602656,69990262,3.8
"2024-02-02T02:52:47.009Z",14602656,134025507,5
"2024-02-02T02:52:47.009Z",14602656,75422804,2
"2024-03-28T23:29:17.085Z",28565550,134021859,4
"2024-03-28T23:29:17.085Z",28565550,205486844,2
"2024-03-28T23:29:17.085Z",28565550,73570874,3
"2024-04-19T00:56:54.353Z",12437175,275225033,3.2
"2024-04-19T00:56:54.353Z",12437175,251773296,3
"2024-04-19T00:56:54.353Z",12437175,14351068,3.2
"2024-04-19T00:56:54.353Z",12437175,51488651,3.6
"2024-04-19T00:56:54.353Z",12437175,275225073,5
"2024-01-30T13:32:20.241Z",11229095,172908253,3
"2024-01-30T13:32:20.241Z",11229095,165176788,4.2
"2024-01-30T13:32:20.241Z",11229095,71905085,2
"2024-01-30T13:32:20.241Z",11229095,121099059,3.4
"2024-01-30T13:32:20.241Z",11229095,172910320,3.4
"2024-06-16T07:04:36.876Z",26313161,68219838,3
"2024-06-16T07:04:36.876Z",26313161,7958836,2.2
"2024-05-22T09:35:08.060Z",1107086,184051552,3
"2024-05-22T09:35:08.060Z",1107086,178779254,3
"2024-06-02T06:15:32.550Z",26251924,171922750,3.2
"2024-06-02T06:15:32.550Z",26251924,164547509,2.5
"2024-05-11T22:22:21.036Z",19011760,214857049,1
"2024-05-11T22:22:21.036Z",19011760,102086317,4.5
"2024-05-11T22:22:21.036Z",19011760,22774705,2.2
"2024-05-11T22:22:21.036Z",19011760,6927817,2
"2024-02-22T18:51:19.057Z",21818730,22492292,3.2
"2024-02-22T18:51:19.057Z",21818730,52109918,3.8
"2024-02-22T18:51:19.057Z",21818730,184051552,3
"2024-02-22T18:51:19.057Z",21818730,7958775,4.3
"2024-05-01T14:04:14.889Z",12745092,161208247,2.8
"2024-05-01T14:04:14.889Z",12745092,143275087,3.2
"2024-05-01T14:04:14.889Z",12745092,157530335,3.5
"2024-05-01T14:04:14.889Z",12745092,107411611,3
"2024-04-26T16:12:49.527Z",16424797,35168128,3
"2024-04-26T16:12:49.527Z",16424797,20680707,3
"2024-04-14T18:46:22.414Z",11175461,179523295,3.2
"2024-04-14T18:46:22.414Z",11175461,273744625,3.2
"2024-04-14T18:46:22.414Z",11175461,273298860,2.8
"2024-04-09T18:53:05.176Z",22565029,172915867,4
"2024-04-09T18:53:05.176Z",22565029,8448446,2.2
"2024-04-09T18:53:05.176Z",22565029,164313025,2.6
"2024-04-09T18:53:05.176Z",22565029,44579670,3.2
"2024-06-07T12:50:32.548Z",14437888,44112983,4.4
"2024-06-07T12:50:32.548Z",14437888,196471149,5
"2024-06-07T12:50:32.548Z",14437888,140107331,1
"2024-06-07T12:50:32.548Z",14437888,136383612,2.5
"2024-06-07T12:50:32.548Z",14437888,164221914,3
"2024-03-28T05:18:15.929Z",1662127,165176786,3
"2024-03-28T05:18:15.929Z",1662127,275225056,1
"2024-02-02T10:59:43.975Z",15784357,208255020,2.5
"2024-02-02T10:59:43.975Z",15784357,180298587,3.8
"2024-02-02T10:59:43.975Z",15784357,81506669,2.8
"2024-02-02T10:59:43.975Z",15784357,76205485,3
"2024-03-25T09:09:20.357Z",18655026,172445606,3
"2024-03-25T09:09:20.357Z",18655026,77075739,3.4
"2024-03-25T09:09:20.357Z",18655026,196174372,3.6
"2024-03-25T09:09:20.357Z",18655026,46148092,3.2
"2024-06-15T15:57:57.849Z",15650776,207366690,3.2
"2024-06-15T15:57:57.849Z",15650776,159382275,4.4
"2024-06-15T15:57:57.849Z",15650776,45480982,5
"2024-06-15T15:57:57.849Z",15650776,164550568,4
"2024-04-10T18:18:56.577Z",24513370,120427448,2.2
"2024-04-10T18:18:56.577Z",24513370,140174663,3.8
"2024-01-28T16:43:48.818Z",13036328,158790337,3
"2024-01-28T16:43:48.818Z",13036328,110709509,1
"2024-01-28T16:43:48.818Z",13036328,39088060,1
"2024-01-28T16:43:48.818Z",13036328,8448374,3
"2024-02-24T07:29:38.004Z",7270727,44112983,4.4
"2024-02-24T07:29:38.004Z",7270727,178779717,4
"2024-06-21T23:08:25.495Z",19778904,58425578,1
"2024-06-21T23:08:25.495Z",19778904,72641169,1
"2024-06-21T23:08:25.495Z",19778904,22774390,3.3
"2024-06-21T23:08:25.495Z",19778904,102800015,4.3
"2024-06-21T23:08:25.495Z",19778904,275002754,4.2
"2024-01-22T13:16:05.558Z",12560586,83158705,2.8
"2024-01-22T13:16:05.558Z",12560586,46148092,3.2
"2024-01-22T13:16:05.558Z",12560586,205712436,5
"2024-01-22T13:16:05.558Z",12560586,178779254,3
"2024-05-13T01:05:44.970Z",10297172,47406493,1
"2024-05-13T01:05:44.970Z",10297172,108763287,3
"2024-01-19T22:45:46.815Z",12740088,205459325,4
"2024-01-19T22:45:46.815Z",12740088,110308041,2.4
"2024-01-19T22:45:46.815Z",12740088,171020215,1
"2024-01-19T22:45:46.815Z",12740088,110700063,3.7
"2024-02-29T06:20:12.367Z",21326403,8448586,3.2
"2024-02-29T06:20:12.367Z",21326403,8448556,3.5
"2024-05-17T07:44:27.324Z",27026604,159382275,4.4
"2024-04-24T05:33:26.369Z",26667898,52109918,3.8
"2024-04-24T05:33:26.369Z",26667898,13670345,3.3
"2024-04-24T05:33:26.369Z",26667898,136383612,2.5
"2024-04-24T05:33:26.369Z",26667898,50713741,3
"2024-02-05T10:44:12.060Z",83709,164313025,2.6
"2024-02-05T10:44:12.060Z",83709,134025373,2
"2024-02-05T10:44:12.060Z",83709,72287083,2.7
"2024-02-05T10:44:12.060Z",83709,13670345,3.3
"2024-02-05T10:44:12.060Z",83709,52417141,5
"2024-05-02T13:26:57.723Z",5457362,208255020,2.5
"2024-05-02T13:26:57.723Z",5457362,19364741,2.2
"2024-02-18T22:58:04.698Z",18723514,115275991,3
"2024-02-18T22:58:04.698Z",18723514,121649229,2.8
"2024-02-18T22:58:04.698Z",18723514,46640788,5
"2024-02-18T22:58:04.698Z",18723514,90483814,2.8
"2024-02-18T22:58:04.698Z",18723514,21972366,4
"2024-03-18T00:08:24.383Z",18403695,207765359,4.8
"2024-03-18T00:08:24.383Z",18403695,172908253,3
"2024-03-18T00:08:24.383Z",18403695,251773296,3
"2024-03-18T00:08:24.383Z",18403695,172325522,2
"2024-01-02T05:02:25.921Z",27081140,275225032,2
"2024-01-02T05:02:25.921Z",27081140,205713374,3
"2024-01-02T05:02:25.921Z",27081140,29115771,4.3
"2024-01-02T05:02:25.921Z",27081140,73744766,4.7
"2024-03-13T01:03:33.965Z",21949446,121099621,3.8
"2024-05-10T23:15:15.212Z",13430814,214887627,1
"2024-05-10T23:15:15.212Z",13430814,22835216,2.5
"2024-05-10T23:15:15.212Z",13430814,212317639,4
"2024-05-10T23:15:15.212Z",13430814,117081799,2
"2024-05-10T23:15:15.212Z",13430814,100179757,5
"2024-04-28T14:19:32.152Z",20811932,121645707,3
"2024-04-28T14:19:32.152Z",20811932,121099621,3.8
"2024-04-28T14:19:32.152Z",20811932,196471149,5
"2024-03-26T15:48:41.401Z",437275,58221635,2
"2024-01-08T09:07:37.195Z",16667337,110709509,1
"2024-01-08T09:07:37.195Z",16667337,46640788,5
"2024-01-08T09:07:37.195Z",16667337,274587776,3
"2024-01-08T09:07:37.195Z",16667337,54073357,1
"2024-01-08T09:07:37.195Z",16667337,55424951,4
"2024-06-20T20:51:26.424Z",28565550,275225074,3
"2024-06-20T20:51:26.424Z",28565550,274588052,4
"2024-06-20T20:51:26.424Z",28565550,275225026,2.6
"2024-06-20T20:51:26.424Z",28565550,115269586,3
"2024-06-20T20:51:26.424Z",28565550,7175047,2.8
"2024-04-18T01:01:21.333Z",13161389,205712436,5
"2024-04-18T01:01:21.333Z",13161389,58221635,2
"2024-04-18T01:01:21.333Z",13161389,136173457,3.6
"2024-04-18T01:01:21.333Z",13161389,134025373,2
"2024-04-18T01:01:21.333Z",13161389,172443958,4
"2024-05-10T00:26:49.151Z",10852735,7958739,3.5
"2024-05-10T00:26:49.151Z",10852735,203109958,3.2
"2024-05-10T00:26:49.151Z",10852735,171020555,1.3
"2024-05-10T00:26:49.151Z",10852735,114193983,3
"2024-03-13T00:43:01.211Z",8685922,164313025,2.6
"2024-05-13T16:19:57.062Z",22206990,121010037,1
"2024-05-13T16:19:57.062Z",22206990,275225055,2.7
"2024-05-13T16:19:57.062Z",22206990,190468598,4.4
"2024-05-13T16:19:57.062Z",22206990,229981584,3.2
"2024-04-10T05:29:53.669Z",12567447,50231490,2.2
"2024-04-10T05:29:53.669Z",12567447,252801927,2
"2024-04-10T05:29:53.669Z",12567447,108761942,3
"2024-04-10T05:29:53.669Z",12567447,48914057,2
"2024-06-07T09:28:43.196Z",9163271,4401897,2
"2024-06-07T09:28:43.196Z",9163271,125410120,2.8
"2024-03-01T18:21:50.282Z",16768441,128276418,5
"2024-03-01T18:21:50.282Z",16768441,272362509,3
"2024-03-01T18:21:50.282Z",16768441,108568459,3.3
"2024-03-01T18:21:50.282Z",16768441,52417141,5
"2024-03-01T18:21:50.282Z",16768441,191820527,3.2
"2024-02-19T14:42:57.779Z",29523477,19364741,2.2
"2024-02-19T14:42:57.779Z",29523477,46632410,2.2
"2024-02-19T14:42:57.779Z",29523477,275002754,4.2
"2024-02-19T14:42:57.779Z",29523477,117083142,2.2
"2024-06-07T04:28:32.384Z",18064668,115269586,3
"2024-06-07T04:28:32.384Z",18064668,107359496,3
"2024-06-07T04:28:32.384Z",18064668,93710743,5
"2024-02-14T20:41:52.030Z",5615425,130287356,5
"2024-02-14T20:41:52.030Z",5615425,114194298,2
"2024-06-02T11:19:24.226Z",26744054,102782651,3
"2024-06-02T11:19:24.226Z",26744054,131417839,2.2
"2024-06-02T11:19:24.226Z",26744054,275054443,3.4
"2024-06-02T11:19:24.226Z",26744054,52417141,5
"2024-02-22T04:39:05.053Z",26511446,275225042,2.3
"2024-02-22T04:39:05.053Z",26511446,134025507,5
"2024-02-22T04:39:05.053Z",26511446,120430860,4
"2024-04-05T08:07:58.325Z",6507255,20329891,4
"2024-04-05T08:07:58.325Z",6507255,136173457,3.6
"2024-04-05T08:07:58.325Z",6507255,6927817,2
"2024-04-05T08:07:58.325Z",6507255,167937610,3.2
"2024-04-05T08:07:58.325Z",6507255,111682582,3.2
"2024-05-22T10:29:33.946Z",9716497,214887627,1
"2024-05-22T10:29:33.946Z",9716497,165176786,3
"2024-05-22T10:29:33.946Z",9716497,16154358,2.8
"2024-05-22T10:29:33.946Z",9716497,134025507,5
"2024-05-22T10:29:33.946Z",9716497,140107331,1
"2024-01-10T02:27:27.786Z",9129091,52109918,3.8
"2024-01-10T02:27:27.786Z",9129091,275225074,3
"2024-01-10T02:27:27.786Z",9129091,107361263,3
"2024-01-04T09:09:09.892Z",27937763,275053951,3.6
"2024-01-04T09:09:09.892Z",27937763,240590870,4
"2024-01-04T09:09:09.892Z",27937763,16154358,2.8
"2024-01-04T09:09:09.892Z",27937763,69989394,3.8
"2024-06-13T12:43:43.212Z",15023098,275225079,1
"2024-06-13T12:43:43.212Z",15023098,108760316,3
"2024-06-13T12:43:43.212Z",15023098,77239444,3.3
"2024-02-14T07:34:39.666Z",6467682,72287083,2.7
"2024-02-14T07:34:39.666Z",6467682,141986699,3
"2024-02-14T07:34:39.666Z",6467682,22774705,2.2
"2024-02-14T07:34:39.666Z",6467682,76164349,1.5
"2024-02-14T07:34:39.666Z",6467682,120430860,4
"2024-02-28T23:42:31.872Z",14947678,275225056,1
"2024-02-28T23:42:31.872Z",14947678,160831508,2.2
"2024-02-28T23:42:31.872Z",14947678,102800015,4.3
"2024-02-05T11:51:47.856Z",26081733,160883217,3.7
"2024-02-05T11:51:47.856Z",26081733,178779254,3
"2024-02-05T11:51:47.856Z",26081733,53135977,2.8
"2024-02-05T11:51:47.856Z",26081733,121009977,5
"2024-02-05T11:51:47.856Z",26081733,275054443,3.4
"2024-02-07T18:54:36.971Z",17823537,205712436,5
"2024-01-20T13:42:35.870Z",7960713,275225059,1
"2024-01-20T13:42:35.870Z",7960713,102081742,5
"2024-01-20T13:42:35.870Z",7960713,14702607,4.3
"2024-03-08T05:46:43.899Z",17158964,8448556,3.5
"2024-03-08T05:46:43.899Z",17158964,19814067,3.1
"2024-03-08T05:46:43.899Z",17158964,14627651,3
"2024-04-22T21:57:30.558Z",13430814,275225064,3.4
"2024-04-22T21:57:30.558Z",13430814,161208247,2.8
"2024-04-22T21:57:30.558Z",13430814,7958766,3
"2024-01-31T12:52:13.300Z",17823354,55056022,4
"2024-01-31T12:52:13.300Z",17823354,172911785,3.2
"2024-05-23T05:54:46.739Z",20759316,275225058,5
"2024-05-23T05:54:46.739Z",20759316,275225048,2.8
"2024-02-25T01:21:44.912Z",19302194,203933253,2.6
"2024-02-25T01:21:44.912Z",19302194,19782902,3.5
"2024-02-25T01:21:44.912Z",19302194,130362471,3
"2024-02-25T01:21:44.912Z",19302194,164084313,3
"2024-02-25T01:21:44.912Z",19302194,205712436,5
"2024-02-20T22:32:32.846Z",22438511,7958780,2
"2024-02-20T22:32:32.846Z",22438511,190468598,4.4
"2024-04-06T23:41:07.258Z",5615425,89479359,3
"2024-04-06T23:41:07.258Z",5615425,28544814,2.6
"2024-04-06T23:41:07.258Z",5615425,178779717,4
"2024-04-06T23:41:07.258Z",5615425,275225034,2.6
"2024-03-02T21:58:54.455Z",10662864,48914057,2
"2024-03-02T21:58:54.455Z",10662864,164310055,3
"2024-03-02T21:58:54.455Z",10662864,134022914,3.6
"2024-03-21T01:55:43.728Z",6920480,75424785,1
"2024-03-21T01:55:43.728Z",6920480,164351649,3.2
"2024-03-21T01:55:43.728Z",6920480,14847948,4.8
"2024-03-29T10:18:30.564Z",28451124,215601923,3.5
"2024-02-23T18:29:43.694Z",22135972,275225028,3
"2024-02-23T18:29:43.694Z",22135972,275225024,3
"2024-02-23T18:29:43.694Z",22135972,59301256,2
"2024-02-23T18:29:43.694Z",22135972,16154121,3
"2024-02-23T18:29:43.694Z",22135972,13306746,2
"2024-03-21T09:15:40.725Z",15112955,22761166,2
"2024-02-16T03:34:52.027Z",7449574,39088060,1
"2024-02-16T03:34:52.027Z",7449574,68219838,3
"2024-02-16T03:34:52.027Z",7449574,69500507,2.8
"2024-05-12T10:01:12.951Z",322579,249536060,2
"2024-05-12T10:01:12.951Z",322579,275225049,2.2
"2024-05-12T10:01:12.951Z",322579,68939138,4
"2024-04-15T07:33:02.394Z",7845462,136157116,3.3
"2024-01-27T20:01:02.136Z",14284387,229972422,2.6
"2024-01-10T01:18:11.284Z",20629927,134396340,3
"2024-01-10T01:18:11.284Z",20629927,135269070,3
"2024-06-14T01:31:55.636Z",8166489,274159435,3.5
"2024-06-14T01:31:55.636Z",8166489,121098346,4
"2024-06-14T01:31:55.636Z",8166489,125725750,2.6
"2024-06-14T01:31:55.636Z",8166489,249536060,2
"2024-06-14T01:31:55.636Z",8166489,52109918,3.8
"2024-05-25T22:28:00.321Z",27009952,274678240,3.3
"2024-05-25T22:28:00.321Z",27009952,14627651,3
"2024-05-25T22:28:00.321Z",27009952,229981584,3.2
"2024-05-25T22:28:00.321Z",27009952,275225057,1
"2024-05-25T22:28:00.321Z",27009952,273744625,3.2
"2024-04-07T15:34:26.778Z",9678030,16160816,2.8
"2024-04-07T15:34:26.778Z",9678030,83158705,2.8
"2024-04-07T15:34:26.778Z",9678030,75422804,2
"2024-05-06T17:46:44.864Z",909808,184920345,2
"2024-05-06T17:46:44.864Z",909808,93050507,3
"2024-05-06T17:46:44.864Z",909808,130301550,2
"2024-05-06T17:46:44.864Z",909808,38151898,4
"2024-05-06T17:46:44.864Z",909808,108763287,3
"2024-06-21T08:57:06.801Z",11346743,275225064,3.4
"2024-06-21T08:57:06.801Z",11346743,121099059,3.4
"2024-06-21T08:57:06.801Z",11346743,136173457,3.6
"2024-06-21T08:57:06.801Z",11346743,275175461,3
"2024-06-21T08:57:06.801Z",11346743,164550791,3
"2024-02-20T02:37:05.606Z",26123443,117083142,2.2
"2024-03-30T04:34:57.231Z",9910904,102782651,3
"2024-05-21T14:31:45.500Z",16667574,93010173,3.8
"2024-05-21T14:31:45.500Z",16667574,273298860,2.8
"2024-05-21T14:31:45.500Z",16667574,274834643,3.6
"2024-03-10T18:36:43.200Z",12437175,172474580,3
"2024-06-02T00:20:48.045Z",15242290,165176786,3
"2024-06-02T00:20:48.045Z",15242290,164550791,3
"2024-04-06T20:11:01.464Z",21648132,275225084,4
"2023-12-31T19:13:48.407Z",7089664,217176888,2.2
"2023-12-31T19:13:48.407Z",7089664,178779254,3
"2024-02-07T12:08:38.959Z",14377679,49268992,3
"2024-02-07T12:08:38.959Z",14377679,275225041,3.2
"2024-03-16T23:18:36.625Z",22336495,69500507,2.8
"2024-03-16T23:18:36.625Z",22336495,159000911,1
"2024-06-12T06:52:19.363Z",28408178,205712436,5
"2024-06-12T06:52:19.363Z",28408178,29916656,5
"2024-01-19T21:03:55.249Z",26119751,164551063,2.8
"2024-01-19T21:03:55.249Z",26119751,52417141,5
"2024-01-19T21:03:55.249Z",26119751,18013163,5
"2024-04-02T02:03:54.211Z",15375293,114446808,5
"2024-04-02T02:03:54.211Z",15375293,179523295,3.2
"2024-04-13T09:19:43.334Z",13556951,275053951,3.6
"2024-04-13T09:19:43.334Z",13556951,252801927,2
"2024-04-13T09:19:43.334Z",13556951,212321323,1
"2024-04-13T09:19:43.334Z",13556951,258379041,2
"2024-04-13T09:19:43.334Z",13556951,275225076,4
"2024-04-28T02:00:32.250Z",7215005,23452876,2.6
"2024-04-28T02:00:32.250Z",7215005,172474728,5
"2024-03-04T15:58:55.865Z",1031725,164084313,3
"2024-04-16T02:22:19.202Z",6510517,275225033,3.2
"2024-04-16T02:22:19.202Z",6510517,179062565,3
"2024-04-16T02:22:19.202Z",6510517,125410120,2.8
"2024-04-16T02:22:19.202Z",6510517,39331143,4.2
"2024-02-06T12:44:11.764Z",21580104,107709913,5
"2024-02-06T12:44:11.764Z",21580104,195192891,5
"2024-02-06T12:44:11.764Z",21580104,216383904,2.6
"2024-02-06T12:44:11.764Z",21580104,160902809,4
"2024-05-08T12:27:11.689Z",7052470,84963179,2.7
"2024-05-08T12:27:11.689Z",7052470,94775934,4
"2024-05-08T12:27:11.689Z",7052470,172438868,1
"2024-04-04T14:26:57.663Z",27838358,71141218,3.8
"2024-04-04T14:26:57.663Z",27838358,138749405,2.8
"2024-01-13T20:44:40.922Z",16667574,22761166,2
"2024-01-13T20:44:40.922Z",16667574,108568459,3.3
"2024-03-10T00:13:16.990Z",10215044,117212442,2.8
"2024-05-25T05:05:58.302Z",14284387,274718589,3.7
"2024-05-25T05:05:58.302Z",14284387,172911485,4.8
"2024-05-25T05:05:58.302Z",14284387,107338883,4
"2024-05-25T05:05:58.302Z",14284387,217176713,3.5
"2024-05-25T05:05:58.302Z",14284387,164082385,2.8
"2024-04-19T08:58:33.967Z",11346743,164550791,3
"2024-04-19T08:58:33.967Z",11346743,164550568,4
"2024-04-19T08:58:33.967Z",11346743,58221635,2
"2024-05-12T23:02:18.530Z",7234078,275225062,2.8
"2024-05-12T23:02:18.530Z",7234078,186202525,2.2
"2024-05-12T23:02:18.530Z",7234078,108763287,3
"2024-05-12T23:02:18.530Z",7234078,174167552,2.8
"2024-05-27T05:33:39.273Z",19360701,275225068,2.6
"2024-05-27T05:33:39.273Z",19360701,74823296,3.4
"2024-05-27T05:33:39.273Z",19360701,114194298,2
"2024-05-13T07:55:46.528Z",13851559,172477180,2
"2024-05-13T07:55:46.528Z",13851559,82843404,5
"2024-05-06T22:12:20.779Z",7215005,35168128,3
"2024-05-06T22:12:20.779Z",7215005,86868118,2
"2024-03-16T10:34:23.296Z",6785141,157530335,3.5
"2024-03-16T10:34:23.296Z",6785141,68219838,3
"2024-03-16T10:34:23.296Z",6785141,164252148,2.6
"2024-01-01T09:39:04.646Z",18688711,157530335,3.5
"2024-01-01T09:39:04.646Z",18688711,121645707,3
"2024-05-09T11:00:08.935Z",17258188,7191307,2
"2024-05-09T11:00:08.935Z",17258188,121053230,3
"2024-05-09T11:00:08.935Z",17258188,134025373,2
"2024-05-09T11:00:08.935Z",17258188,38151898,4
"2024-05-09T11:00:08.935Z",17258188,115267031,2.8
"2024-02-04T02:19:07.994Z",15057656,184822412,3.2
"2024-02-04T02:19:07.994Z",15057656,69989394,3.8
"2024-02-04T02:19:07.994Z",15057656,248985977,4.2
"2024-02-04T02:19:07.994Z",15057656,197535839,2
"2024-02-14T04:34:21.558Z",16938194,140174663,3.8
"2024-02-14T04:34:21.558Z",16938194,90484442,3.2
"2024-01-08T03:07:26.977Z",13409838,275225032,2
"2024-03-24T11:07:42.964Z",12439783,275225056,1
"2024-04-14T16:38:57.702Z",11118373,51351021,2.5
"2024-04-14T16:38:57.702Z",11118373,273744625,3.2
"2024-03-12T22:57:37.636Z",7712731,172283830,3.2
"2024-03-12T22:57:37.636Z",7712731,69990262,3.8
"2024-03-12T22:57:37.636Z",7712731,172438868,1
"2024-03-12T22:57:37.636Z",7712731,180298587,3.8
"2024-03-12T22:57:37.636Z",7712731,7191307,2
"2024-05-21T09:58:38.942Z",27075620,69500507,2.8
"2024-05-21T09:58:38.942Z",27075620,275024495,3.6
"2024-01-30T10:12:59.636Z",10341141,22835216,2.5
"2024-01-30T10:12:59.636Z",10341141,108763287,3
"2024-01-30T10:12:59.636Z",10341141,16154358,2.8
"2024-02-20T18:54:42.723Z",17550115,275225084,4
"2024-02-20T18:54:42.723Z",17550115,134021859,4
"2024-06-20T04:39:11.431Z",5783072,275225054,3.5
"2024-05-28T03:20:27.418Z",18219819,275225069,3.2
"2024-02-14T16:11:44.355Z",26415899,158790337,3
"2024-02-14T16:11:44.355Z",26415899,52082513,5
"2024-02-25T21:44:11.693Z",13613087,258379041,2
"2024-02-25T21:44:11.693Z",13613087,203154833,5
"2024-02-25T21:44:11.693Z",13613087,275225042,2.3
"2024-03-16T04:59:17.976Z",18682520,69500507,2.8
"2024-03-16T04:59:17.976Z",18682520,74924052,2.8
"2024-06-03T02:45:45.792Z",16240724,47406493,1
"2024-05-19T17:14:54.346Z",14517282,164310669,3.4
"2024-05-19T17:14:54.346Z",14517282,50227166,2.2
"2024-05-19T17:14:54.346Z",14517282,13670345,3.3
