,user_id,item_predict
18,19823877,35166676 140174663 16154358 164313903 275225031 86988226 103076103 194846824 172445145 275225056 179062565 74280688
19,12068060,212321323 53135977 69989394 115267243 167937507 249536060 247445332 115267836 138750873 102107969 172283830 274159435
20,2133674,275175461 55424951 22835214 205480502 130287356 205713374 212321323 16153669 167937610 86988226 140174663 20329891
21,23471969,32932416 204314768 170808779 7958739 275225060 85256178 172911785 121109923 134735314 100179757 184051552 75422804
22,12256805,172446338 134022914 83158705 275225042 275225031 275225037 164313903 76150457 164547509 76205485 7697471 26081106
23,23017130,7191307 203933253 16154222 164223955 7958795 75401284 26081106 73570874 7174993 174220642 170762091 160883217
24,9163271,69500507 136157116 44579670 114194298 195316171 205713374 85256178 167937507 275225079 46148092 172915867 74924052
25,18220530,28544814 148890145 107420141 121645707 274587776 275225041 171020555 16154389 164550568 275225056 74823296 108761942
26,19281572,157016976 108763472 110709509 22529504 115269586 117083142 275225043 110700063 69989394 275225079 172284477 44112983
27,20811434,52290353 275225053 164550568 8448556 111972654 46632410 274585245 22529504 68027471 75424785 72641169 275225037
28,14602656,203109958 108568459 275175461 102729546 171922750 6982965 75422804 205713374 69990262 190468598 5465201 81506669
29,28565550,164545454 249536060 275225031 134025169 275225064 22835214 85256178 10776493 274588052 275225074 121649229 275225049
30,12437175,249536060 165176788 275225066 107144886 171020555 51488651 74823296 274587776 275225057 275225056 23452876 47406493
31,11229095,164313903 52079043 275225037 134022914 271540414 44112983 94808227 71905085 140107331 275225059 120427174 130287356
32,26313161,274587776 195192891 52290353 102107969 76205485 7958836 8448586 275225041 103076103 203115271 68219838 184920345
33,1107086,110709509 252801927 6879031 275225076 74924052 4401897 107361263 275002754 170808779 275225057 140107331 217176888
34,26251924,114193983 205459325 13670345 102905137 171020555 174167552 115269475 121009977 7360209 248985977 111709266 275225031
35,19011760,13306746 214857049 7191307 51351021 10785741 172474870 77239444 32932416 5465201 203109958 121099479 23851539
36,21818730,164313903 184051552 274568575 160882845 134735314 19395253 8448586 275225033 274159435 179062565 107411611 107709913
37,12745092,177637414 44579670 6306239 275225043 94808227 275225032 109840857 184051552 14847948 110700063 115275991 58425578
38,16424797,204314768 275225056 76164349 14847948 117083142 164546449 74404407 140107331 35168128 160903200 208255020 164550568
39,11175461,195316171 115529411 275225076 179523295 273744625 275225034 125725750 205480502 190468598 130301550 120427174 178322259
40,22565029,167937610 177637414 16154389 275053951 19395253 275225046 10776493 160902809 172281846 164313025 130301550 275225064
41,14437888,55056022 111709266 108763472 102107969 14847948 205486844 140107331 275225032 160903200 71905085 204283018 19814067
42,1662127,120427174 203145770 197536148 275225060 75422804 248985977 107338883 73744766 107369821 164545454 134735314 121099479
43,15784357,108568459 16154222 177637414 164545454 39088060 72641169 207765359 93050507 164313903 81506669 76205485 102729546
44,15650776,51661979 13670345 45480982 275225065 134025507 121099621 165337523 90195739 275225060 73622488 172446338 275225037
45,24513370,108568459 16154389 120427448 74238547 130300212 107144886 93010173 140174663 16154358 55056022 115267836 115267031
46,13036328,45480982 158790337 275225030 167937715 29115771 93050507 134025169 172446338 178779254 274958631 121099479 39088060
47,7270727,204314768 172443958 164310055 205712436 44112983 13670345 171020215 160831508 178779717 275225041 7958739 82843404
48,19778904,275225073 102800015 274159435 22774390 72641169 8448484 107420141 214887627 212469874 275225076 190468598 74924052
49,12560586,212321323 102800015 172477180 74924052 240590870 274834643 191820527 69989394 134735314 115275838 46064152 71141218
50,10297172,213887696 271540414 275225057 172474728 23851539 275225046 47406493 275225081 170762091 184822412 275225063 144544388
51,12740088,240590870 134025169 46640788 110308041 128276418 110700063 271540414 274834643 74238547 171020215 205459325 275225052
52,21326403,14351068 130300212 205486844 16154222 22490670 23452876 7958748 115268169 94808227 217176858 7958780 164550568
53,27026604,134735314 274958631 113115714 54158651 274588052 164221914 10776493 108568459 275225069 91848059 247445332 138748093
54,26667898,52109918 274958631 157530335 136383612 174220642 26081106 107369821 94775934 110308041 75422804 203109958 7958872
55,83709,134025373 164548324 164313025 172443958 44579670 82528875 117083142 117212442 216383904 248985977 107369821 138750873
56,5457362,170808779 134025507 275225046 172474870 58263440 115267836 275225064 68027471 115267243 229981584 13306746 179523295
57,18723514,164252148 275175461 249536060 6879031 178779717 164313903 172911785 172325522 90483814 176251118 121649229 21972366
58,18403695,160883217 7958739 207765359 69984571 172325522 275225053 77239444 178779717 7191307 84963179 121649229 81506669
59,27081140,74280990 212321323 275225032 205713374 94808227 164084313 8954610 172445606 73744766 29115771 158790337 275225030
60,21949446,125725750 55424951 140174663 275225080 6879031 130300212 207366690 275225037 86868118 274587776 275225055 130301550
61,13430814,55056022 54073357 203109958 171020249 275225043 214887627 114194298 275225046 275225031 74238547 275225057 275225064
62,20811932,28544814 14351068 107411611 275225061 121009977 164221914 115268169 8448556 165176788 274588052 196471149 51488651
63,437275,214887627 135269070 197536148 46064152 38151898 263369737 55056022 275225073 48914057 58221635 115267836 4399961
64,16667337,107369821 167937715 178779254 274587776 13306746 108030200 115269475 108763472 55424951 207765359 172915867 76438775
65,13161389,134025373 212469874 58221635 190468598 108030200 205712436 22835214 52254550 275225043 93710743 134025169 275225055
66,10852735,35166676 44579670 172911485 138750873 4382605 171020555 170808779 275225080 7958766 22490670 172438868 102800015
67,8685922,164313025 50713741 274709343 19782902 274159435 275225052 275225054 275225065 170762091 110700063 7958739 164082385
68,22206990,213887696 275225065 134022914 121009998 135269070 46698977 14848906 172321301 229981584 275225055 164252148 190468598
69,16768441,275225062 46148092 107668471 148890145 115528995 52417141 7697471 275024495 7958766 115269586 107369821 94775934
70,29523477,68027471 44579670 41267696 19364741 203109958 117083142 46632410 66897309 22774390 22774705 214887627 205713374
71,18064668,22761166 93710743 67488235 172446338 130362474 7958775 121095190 275225076 164545695 111972654 52254550 214887627
72,5615425,171922750 135269070 275225052 203109958 141986699 44579670 205480502 195192891 212469874 46064152 16154389 204283018
73,26744054,90483814 93710743 102782651 172474728 275054443 52417141 32932416 111682582 275225043 203063619 167937507 94808227
74,26511446,275225046 172281846 275225056 263369737 134396340 7958748 46698977 73744766 83158705 51488651 13859576 134025507
75,6507255,72641169 20329891 167937610 174220642 52290353 44579670 115275838 121109923 274587776 115275991 157016976 172438868
76,9716497,82528875 107709913 52290353 214887627 174167552 66609455 271540414 203063619 102905137 22761166 197688264 120427174
77,9129091,117083142 28544814 23851539 107369821 164548324 165337523 208255020 170808746 178779717 107420141 7958795 7175047
78,27937763,102107969 8448446 275225075 54073357 134025507 141986699 154173067 55424951 110700063 69500507 19364741 171020249
79,15023098,72287083 115275838 77239444 75422804 108763472 130362474 213887696 90195739 107144886 4382605 275225063 94808227
80,6467682,172283830 69989394 191820527 108568459 115267836 141986699 7958775 165176786 16153669 160882845 275225063 16153585
81,14947678,130287356 275225056 275225053 229981584 102800015 20329891 172474728 134022914 178779717 136383612 179523295 77075739
82,26081733,172283830 69989394 130287356 275054443 164082385 13859576 172445145 160883217 178779254 22529504 44112983 20680707
83,17823537,197536148 134025507 19782902 85256178 46064152 205712436 52417141 74924052 138749405 102086317 169933468 121009998
84,7960713,14848906 141986699 164550568 69981984 158790337 14702607 252801927 204314768 54073357 205713374 121099621 160903200
85,17158964,50231490 205713374 69984571 111682582 275225056 72641169 14351068 275225049 275225037 158790337 75401284 171020215
86,17823354,4426117 72641169 89479359 121099479 46148092 14847948 121009998 114194298 7958732 55056022 172911785 214887627
87,19302194,171020555 179523208 164084313 170762091 93710743 7958780 115267031 102107969 138748093 52083248 275225062 205459325
88,22438511,274568575 102107969 115275838 77239444 84963179 172321301 7958780 23452876 180298587 212469874 179062565 117083142
89,10662864,134025169 102107969 7958748 157016976 275225064 130362471 134022914 51477300 140107331 205459325 22490670 203063619
90,6920480,159000911 23851539 275225025 184920345 72287083 7360209 121109923 75424785 214887627 48914057 136383612 35168128
91,28451124,121099479 14702607 275225031 171020215 275024495 45480982 130301550 148890145 8448586 215601923 274585245 7958748
92,22135972,275225024 76438775 115529411 117083142 69981984 178322259 89479359 19395253 74823296 274568575 275225026 68027471
93,15112955,22761166 134735314 93710743 29916656 16154236 52079043 275225025 41267696 217176888 7958795 128276418 272362640
94,7449574,39088060 26081106 172477180 195316171 32932416 138750873 164251651 172911485 23452876 69500507 169933468 274159435
95,322579,164252148 22490670 161208247 14351068 275225064 275225054 134025507 13306746 263369737 6927817 115529411 172911785
96,7845462,41267696 44112983 117083142 121010037 125410120 66897309 8448484 107369821 136157116 212469911 5465201 7958775
97,14284387,6879031 138750873 113115714 7958739 84564566 275225058 164082385 143275087 23452876 75424785 10922941 275225056
98,20629927,186202525 275225031 73570874 203154833 46640788 121645707 229981584 55056022 135269070 115267031 134396340 275225048
99,8166489,205486844 115529411 111972654 42592130 272362640 16154358 120427448 148890145 90484442 240590870 141986699 249536060
100,27009952,76205485 275225056 73744766 160831508 275175461 172474728 179062565 14627651 21972366 172474870 204283018 161208247
101,9678030,177637414 132107482 93010173 275225037 52079043 16160816 172477180 275225042 275225069 171020215 197344491 196174372
102,909808,275225034 22761166 205480502 7958757 107369821 134022914 75420641 4401897 164084313 71141218 130301550 52254550
103,11346743,195316171 74823296 23851539 164550791 275225043 22543488 164251651 90483814 275175461 128276418 275225053 136173457
104,26123443,22774390 44112983 176251118 172474870 275225064 132107482 20680707 172445606 19782902 164550791 23851539 164082385
105,9910904,22543488 275225052 26485771 164548324 113115714 72641169 205713374 249536060 176599682 50713741 102085482 111709266
106,16667574,217176858 136795488 82644520 172446338 180298587 179062565 205459325 216383904 108568459 32932416 7958739 172474870
107,15242290,164550791 172445145 84564566 157016976 165176786 22761166 69990262 130300212 274568575 5465201 107411611 275225043
108,21648132,110709509 16154389 203063619 7958757 130362471 208255020 121009977 6927817 48914057 275225037 125410120 130362474
109,7089664,55424951 134025507 35168128 23452876 19395253 7360209 172474870 69984571 8954610 121010037 205713374 90484442
110,14377679,102905137 47406493 240590870 35166676 179206519 272362509 274587776 7958795 111682582 167937715 22492292 121109923
111,22336495,6306239 93710743 275225057 22529504 74238547 205486844 49268992 172446338 7191307 121009998 172438868 274585245
112,28408178,13859576 121009998 52290353 107709913 164082385 164545513 141986699 22774705 164545454 275225051 249536060 130300212
113,26119751,164351649 275225064 164551063 121109923 7958780 275225024 172910320 90484442 18013163 14351068 272623327 248985977
114,15375293,172474728 167937610 108568459 47406493 93010173 184822412 196471149 186202525 170762091 120430860 130362474 74404407
115,13556951,172477180 110700063 44579670 114446808 73744766 39088060 74823296 14627651 274568575 212469874 275225076 53135977
116,7215005,172474728 171020249 138748093 212321323 86868118 247445332 45480982 273744625 204314768 52290353 66758097 7958739
117,1031725,274159435 197688264 39088060 275225037 7958739 108763472 138748093 120427174 172445606 28544814 45242530 164550314
118,6510517,274159435 164313903 275225076 275024495 208255020 172446338 275225031 275225037 107144886 7958795 39331143 172911785
119,21580104,76205485 14351068 164313903 74238547 275225046 23452876 107144886 275225025 158790337 107978427 16154236 103076103
120,7052470,275225061 274678240 275225033 94775934 93710743 138748093 164251651 164221914 248985977 28544814 108030200 275225032
121,27838358,74823296 110308041 16154222 102107969 138749405 84963179 275225051 45480982 170808746 274585245 274568575 73622488
122,10215044,22835214 205459325 159382275 205480502 23851539 100179757 275175461 274958631 205713374 110700063 212321323 16154121
123,19360701,160902809 205459325 76164349 275225068 217176888 160883217 20680707 275225025 52290353 51661979 74823296 275225046
124,13851559,51488651 197344491 274678240 274585245 111972654 134022914 194846824 160902809 159000911 108761942 212321323 7958748
125,6785141,164252148 275225034 14627651 74280688 108568459 172283830 6879031 82843404 39088060 204283018 53135977 275225052
126,18688711,52290353 172321301 120427448 157016976 172910320 51351021 94775934 107668471 275225026 136157116 66897309 164545513
127,17258188,275225056 13859576 164084313 107361263 22774390 130287356 120427448 72287083 172446338 82644520 115267031 7191307
128,15057656,134025373 67488235 22529504 275225063 102782651 93710743 107420141 102800015 117083142 46148092 121098346 107359496
129,13409838,90483814 7958775 107411611 75424785 21972366 115275991 114194298 14847948 195316171 141986699 108568459 26485771
130,12439783,172281846 107144886 167937507 203145770 115269586 77239444 110700063 7958757 39331143 76205485 172474728 84564566
131,11118373,138750873 215601923 274834643 134396340 71141218 275225054 76205485 77239444 74238547 274969525 102729546 4401897
132,7712731,275225049 41267696 148890145 275225085 13306746 6927817 8448586 90195739 74823296 203063619 164270658 275225050
133,27075620,172474728 275225043 134735314 125410120 52083248 274568575 212321323 275024495 275225085 121645707 6306239 134025373
134,10341141,108568459 77239444 22835216 134025507 90483814 275225078 205712436 275225029 274969525 73570874 275225061 16154236
135,17550115,51488651 171020249 7958836 275225075 89479359 14848906 172445145 7958775 272623327 117212442 38151898 171020215
136,5783072,172284477 275175461 161208247 275225054 44579670 20680707 16154389 21972366 195192891 74924052 6306239 216383904
137,18219819,185209207 74924052 196174372 21972366 94775934 177637414 140107331 82843404 107369821 275225069 121109923 275225037
138,26415899,171922750 205713374 172477180 274159435 23851539 274568575 140174663 22761166 275225046 85256178 76375944 184920345
139,13613087,115267243 107144886 164550568 120427174 14351068 121099621 51477300 7958872 258379041 22490670 115269586 108760316
140,18682520,167937610 74924052 120427448 55056022 275225064 275225054 170762091 205480502 140174663 110308041 164547509 164351649
141,16240724,115267243 109840857 143275087 172445606 229972422 14351068 120427174 212469874 29115771 47406493 7958872 275225076
142,14517282,111682582 77063813 275054443 102905137 13670345 160902809 134025507 125410120 103076103 213887696 167937715 164550791
143,11687390,117081799 16154222 275054443 74823296 102729546 205713374 93010173 121099479 83158705 197536148 76150457 39088060
144,10308444,213887696 164550568 196471149 66609455 58221635 6982965 20680707 7958872 52417141 275225063 73622488 172474580
145,11315456,170762091 110308041 174167552 72287083 191820527 117030549 51488651 94808227 164351649 7958739 76150457 73622488
146,27769822,121009977 157016976 46632410 203109958 7958766 115267243 275225059 13859576 203063619 195192891 275225061 275225031
147,22456458,72287083 167937610 16154222 74823296 179523208 120427448 275225055 13670345 22761166 263369737 205486844 20329891
148,24433428,205480502 114194298 164084313 136383612 212321323 117081799 170762091 39331143 26081106 90483814 212469911 35168128
149,10335805,121098346 14351068 275225064 274958631 10776493 7958780 22490670 172910320 275225049 164313903 212469911 117083142
150,18381608,52290353 176599682 197536148 184051552 19814067 85256178 4426117 164550568 203063619 107420141 108761942 77075739
151,25569280,72641169 16153585 164082385 158790337 130287356 275225044 130362471 94775934 274159435 13306746 115267031 275225058
152,17002582,157016976 84564566 164223955 6879031 7191307 26081106 117083142 195316171 197344491 32932416 90484442 275225085
153,22291529,157016976 121010037 275225043 44579670 108760316 164550568 50231490 86868118 164221914 107369821 134022914 108030200
154,25770008,275225034 263369737 197344491 121109923 184920345 58221635 110700063 178779254 197536148 4399961 110709509 275225054
155,27143043,51477300 229981584 76205485 207765359 275225056 136383612 16154389 121649229 275225029 144544388 247445332 22490670
156,12779365,21972366 120430860 16153585 75422804 46064152 275225024 111709266 172911785 107411611 172445606 275225069 172446338
157,20298709,29916656 275225024 275225068 275225054 203933253 229972422 107668471 170808779 275225075 5465201 16154358 275225078
158,1019007,214887627 275225031 204283018 184051552 134025507 44579670 49268992 208255020 134022914 205713374 164313903 164313025
159,21585407,51477300 136795488 274709343 134022914 107361263 102107969 19364741 84963179 252801927 164547509 22774705 157016976
160,21596397,275225041 240590870 172474870 4426117 214857049 52083248 176599682 7958872 164545513 22774705 121645707 74238547
161,6484271,217176888 89479359 179062565 263369737 46064152 178779717 20680707 7175047 66758097 170762091 14702607 16154358
162,14854807,115275838 121010037 172911785 121109923 7958780 141986699 165176786 108760316 108763472 184920345 107369821 185209207
163,11659004,128276418 29115771 4401897 102800015 172284477 217176888 165337523 275225054 8448446 207366690 274587776 50231490
164,12421811,172474728 275225031 19782902 74404407 172477180 73211194 275225073 184822412 172321301 110308041 13670345 271540414
165,15086144,16154389 76205485 16154121 274958631 102107969 4426117 19395253 274587776 16154222 89479359 121099479 90484442
166,25722501,275225056 275225074 212321323 22774390 90483814 52109918 20680707 75422804 164550791 275225044 23452876 275225031
167,10118357,23851539 22761166 205480502 164084313 7958748 102085482 18012630 67488235 73570874 7191307 159000911 170808746
168,7626196,72641169 172281846 164545454 74404407 274969525 272623327 271540414 7958748 177637414 171020215 7191307 90067095
169,10492694,68027471 22492292 94775934 148890145 138750873 203063619 275175461 157530335 179062565 84564566 13670345 4399961
170,26691302,28544814 22835214 7958766 93050507 86988226 203063619 49268992 7958795 42424755 130300212 6982965 52254550
171,18080909,197688264 165176786 136383612 275225037 13670345 164545513 19814067 28544814 274678240 26485771 275225064 179062565
172,12682265,165337523 91848059 164082385 90195739 8448484 76438775 164252148 130301550 58263440 93010173 275225076 107369821
173,17145672,274568575 170808746 214887627 19814067 76205485 184051552 275225057 102782651 275225043 91848059 275225076 77239444
174,16975002,275225056 275225060 275225048 271540414 115268169 172446338 68939138 172474728 45242530 208104600 154173067 275225058
175,20670435,275225057 7958739 178779254 66897309 205486844 38080465 172283830 16154389 8448446 196471149 203145770 82843404
176,28670181,75422804 274834643 205712436 102107969 249536060 179523208 85256178 71141218 174220642 7174993 275225079 121053230
177,26209618,16154389 107369821 69990262 19364741 107709913 115267243 134022914 121099479 197344491 179757537 274585245 54073357
178,27059547,68027471 108568459 217176888 16154222 44579670 154173067 7958748 135269070 29115771 69989394 74280688 205480502
179,26743091,135269070 172477180 107369821 164545513 91848059 275225061 76438775 8448484 121645707 23851539 121099059 69981984
180,27019708,275225060 58425578 179523295 117083142 273744625 68939138 7958872 7191307 197536148 10922941 107369821 275175461
181,20296395,121109923 107369821 28544814 212321323 4426117 46148092 8448556 165176786 275225064 23851539 178779717 76375944
182,20195921,52290353 195192891 14351068 275225076 171020249 134025507 164252148 275225034 275225057 204283018 72641169 20329891
183,11177166,275225084 117212442 93050507 19395253 275225050 69500507 274568575 131417839 208255020 130287356 114194298 89479359
184,10884079,29916656 164545513 108568459 275225059 275225081 128276418 114194298 274834643 134022914 203063619 159000911 176599682
185,18220212,136383612 75401284 213887696 178779254 7958780 271540414 274568575 275225057 115528995 275002754 179523208 114193983
186,14418703,108763287 172325522 13306746 69990262 115267243 212321323 73211194 125725750 203145770 7958872 130301550 90483814
187,27080763,49268992 16154121 107709913 121099621 197688264 77239444 167937715 172438868 134025507 212321323 275225066 107144886
188,19763001,16154222 93050507 159000911 274958631 178779254 275225057 196471149 274678240 7360209 76205485 158790337 114194298
189,11332577,275225059 275225024 6927817 52079043 275225044 178322259 164310669 16154389 115267243 130362471 229981584 125410120
190,21393370,275225032 22774705 184920345 275225081 115267243 155283403 14847948 164545513 275225025 197536148 275225056 7958775
191,7692569,134025507 47406493 167937715 82644520 44112983 42592130 7191307 107361263 272362509 130300212 197688264 7958757
192,10160759,212321323 274709343 13670345 7958775 274587510 120430860 121099621 89479359 115267836 121010037 275225046 274568575
193,28674557,160882845 117030549 93710743 8448484 4382605 184920345 93050507 275225046 7958795 22543488 90195739 134025169
194,6235005,170808779 134025373 275175461 135269070 52254550 275225025 55056022 167937715 275024495 174167552 184051552 4399961
195,23308804,74404407 275225024 110709509 275225032 125725750 164223955 138749405 13306746 185209207 75424785 136383612 274585245
196,21363791,52254550 107978427 22835216 34458282 16154389 76205485 74238547 177637414 172474728 128276418 217176888 121099479
197,26915727,134022914 39331143 121009998 120427448 107420141 275225032 275225042 214857049 275024495 107361263 160883217 10785741
198,12583040,274834643 68027471 85256178 140174663 94808227 216383904 164252148 47406493 167937610 203145770 275225046 75401284
199,6253215,39088060 16154236 172283830 177637414 86988226 20680707 172443958 178779717 4399961 7697471 248985977 134025169
200,26434802,136795488 77075739 5465201 249536060 121109923 7360209 54073357 185209207 194846824 114193983 69981984 82528875
201,5220445,68027471 85256178 275225037 8448374 197536148 275225085 107144886 172911785 74924052 136383612 170808746 100179757
202,23406057,172438868 275225043 275024495 217176713 164310669 44579670 69500507 217176888 102085482 214857049 172284477 107420141
203,7350648,7191307 49268992 212469874 117083142 46148092 275225080 66609074 263369737 72641169 7958872 179757537 6306239
204,26779900,171020249 41267696 213887696 275225041 4399961 117083142 179523295 157530335 46064152 7697471 191820527 179523208
205,1829272,52290353 275225044 275225037 274587510 111709266 120427174 77075739 90484442 52109918 16154222 14143161 72287083
206,19536461,52082513 178779717 4382605 174220642 229981584 134025507 275225043 203063619 172446338 7958872 50713741 275225076
207,23066725,72641169 275054443 134025507 136383612 275225056 7958872 275225050 275225049 275225062 130287356 84564566 159000911
208,6179260,117030549 249536060 74823296 14848906 275225024 275225026 121009998 275225042 22761166 26485771 160882845 179523295
209,13954451,247445332 160883217 7191307 275225037 102107969 115269586 275225085 171020555 164223955 74924052 164545454 121095190
210,17823460,275225041 6879031 134025169 52083248 16153585 4426117 84564566 172445145 172325522 157530335 114446808 14627651
211,25740220,138749666 171922750 29115771 74238547 69990262 128276418 35168128 69989394 50231490 94808227 121009977 164082385
212,16894197,7360209 110308041 45480982 274159435 172474728 275225078 275054443 23851539 35168128 44112983 174220642 132107482
213,17853145,39088060 50231490 160831508 111709266 51488651 138750873 157016976 174167552 172284477 134396340 275225066 22835214
214,27026578,217176888 23452876 172283830 212469874 42424755 157016976 22543488 66609074 164550568 18013163 275225030 22529504
215,15642846,172443958 82528875 271540414 114194298 108763287 185209207 81506669 170808746 69984571 50227166 121009977 174167552
216,16167575,177637414 274568575 184051552 44579670 196174372 203154833 172477180 135269070 14848906 51661979 108763287 274585245
217,19166108,184920345 130300212 115267243 120427448 39331143 275225042 73570874 134025507 275225057 94808227 121009998 275225032
218,28265564,161208247 22529504 90484442 22774705 28544814 157016976 274588052 178779717 16154389 275175461 148890145 172283830
219,27510546,52079043 41267696 121009977 19395253 275225043 19364741 130362474 28544814 157016976 274588052 203154833 275225032
220,23310531,176599682 275225084 275225065 197536148 275225037 72641169 164547509 115529411 184051552 197344491 14847948 51477300
221,15426886,46632410 179062565 136795488 160903200 275225075 7958836 275225084 172477180 100179757 121098346 197536148 28544814
222,19508714,102085482 44112983 69989394 72641169 26081106 164313903 275225034 68027471 186202525 22774390 275225065 84963179
223,17091010,7360209 194846824 174220642 52079043 107144886 125410120 7958748 159000911 19814067 275225053 58221635 77075739
224,11582146,275225064 8448586 22774705 35166676 164223955 16153585 164551063 275225085 90195739 275225033 50713741 170808779
225,26934010,73744766 39331143 58221635 74823296 35166676 84963179 164310669 66897309 52290353 108763472 110700063 159382275
226,20571389,71141218 29115771 16154222 109840857 154173067 107144886 134025169 205459325 107369821 8448484 8448556 73211194
227,6793534,28544814 120427448 274585245 205486844 93010173 117030549 176251118 115529411 121053230 248985977 22492292 114193983
228,18927885,205459325 110308041 51488651 68219838 66897309 208255020 134022914 71141218 275225053 275225065 26081106 102107969
229,15040272,172474870 274159435 274568575 172284477 115267243 274678240 16160816 212321323 23851539 179062565 23452876 52083248
230,26065948,7958795 178779717 213887696 160902809 58221635 160831508 159382275 164550314 6879031 275225066 82843404 167937715
231,27728408,7697471 103076103 22761166 66897309 275225061 107369821 14627651 205459325 130301550 157016976 275225037 121099059
232,7118889,108763287 69500507 4399961 274834643 275225037 275225034 115267243 55424951 172284477 263369737 203063619 159000911
233,16094435,275225085 7958775 4399961 13670345 179523208 229981584 176250783 50713741 275225081 72287083 197688264 172477180
234,27848605,171020215 172283830 74280990 77239444 179757537 275225064 22774390 113115714 275225042 204314768 249536060 136157116
235,23898657,19814067 213887696 275225064 275225061 275225031 19782902 274969525 90484442 102800015 115267031 134396340 160902809
236,20478940,203145770 85256178 167937610 84564566 115528995 178779254 66609074 217176713 52082513 108761942 205480502 82528875
237,13742446,171922750 148890145 7174993 275175461 66758097 275225051 212469874 159000911 203109958 74280990 14702607 110308041
238,15856898,52254550 205713374 120430860 74280990 73744766 46148092 16154236 115267031 75401284 82528875 275225033 275225044
239,24262918,51477300 7958795 120427448 6982965 197536148 71141218 274158090 140107331 275225078 45480982 275225084 29115771
240,11676940,197536148 217176713 205459325 108568459 275225031 77239444 130301550 13859576 184051552 100179757 4399961 275024495
241,8802548,47406493 134025373 275054443 54073357 134025169 217176713 44112983 83158705 249536060 22490670 203145770 160882845
242,15544063,164545513 275225068 132107482 205459325 252801927 134025373 18012630 7174993 74238547 275225025 136795488 107338883
243,13291369,107978427 169933468 172446338 52079043 205459325 164545454 14627651 274585245 263369737 179062565 159000911 69989394
244,23411545,195316171 91848059 52290353 212321323 275225044 203063619 22835214 72641169 184920345 82843404 203145770 28544814
245,26183739,272623327 72641169 130300212 120427174 69500507 132107482 178779717 172281846 107709913 130362471 74280990 94808227
246,26614541,275024495 52290353 275225031 148890145 212321323 7360209 115528995 275225081 46640788 22761166 22492292 90483814
247,16717794,275225052 120427448 22490714 55056022 273744625 51661979 164550314 102782651 164313903 263369737 143275087 125725750
248,10300726,115529411 10785741 111972654 90484442 172438868 68219838 274678240 107338883 87056098 197344491 172445145 34458282
249,9799110,170808779 120430860 171922750 47406493 39331143 111682582 74404407 7958795 275175461 121009977 113115714 166563199
250,26404489,121099479 138749405 172283830 89479359 66758097 274585245 172445606 74823296 18012630 275225024 171020555 58425578
251,774274,148890145 275024495 75422804 55056022 29115771 26485771 20680707 14848906 195316171 22492292 140174663 275225058
252,27143068,159382275 203063619 271540414 203109958 205480502 74823296 248985977 275225074 73622488 52417141 272362640 148890145
253,27368832,115529411 82843404 102800015 117083142 7958780 113115714 275225044 34458282 22543488 73744766 46148092 91848059
254,10943253,73744766 174167552 164310669 39088060 203145770 94808227 164351649 164547509 172915867 275225042 115528995 172477180
255,16908852,275225059 274568575 274588052 275225080 164310055 69990262 271540414 10776493 164313025 275225052 69981984 47406493
256,7502985,179523295 184822412 19364741 172474728 275225078 165337523 165176786 108568459 16154358 275225059 134025169 159000911
257,9942873,172443958 184051552 21972366 205713374 66609074 167937507 275225056 275225026 172321301 172477180 275225069 55424951
258,27042492,203768388 73570874 214887627 171922750 10776493 203933253 121645707 275225059 160902809 157016976 107361263 22761166
